"Notes"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	"UCD - ICD-10 113 Cause List"	"UCD - ICD-10 113 Cause List Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"25-34 years"	"25-34"	"Other nutritional deficiencies (E50-E64)"	"GR113-049"	"2018"	"2018"	Suppressed	45697774	Suppressed
	"25-34 years"	"25-34"	"Other nutritional deficiencies (E50-E64)"	"GR113-049"	"2019"	"2019"	Suppressed	45940321	Suppressed
	"25-34 years"	"25-34"	"Other nutritional deficiencies (E50-E64)"	"GR113-049"	"2020"	"2020"	Suppressed	46069646	Suppressed
	"25-34 years"	"25-34"	"Other nutritional deficiencies (E50-E64)"	"GR113-049"	"2021 (provisional)"	"2021"	Suppressed	46069646	Suppressed
	"25-34 years"	"25-34"	"#Meningitis (G00,G03)"	"GR113-050"	"2018"	"2018"	37	45697774	0.809667447
	"25-34 years"	"25-34"	"#Meningitis (G00,G03)"	"GR113-050"	"2019"	"2019"	19	45940321	Unreliable
	"25-34 years"	"25-34"	"#Meningitis (G00,G03)"	"GR113-050"	"2020"	"2020"	25	46069646	0.542656655
	"25-34 years"	"25-34"	"#Meningitis (G00,G03)"	"GR113-050"	"2021 (provisional)"	"2021"	25	46069646	0.542656655
	"25-34 years"	"25-34"	"#Parkinson disease (G20-G21)"	"GR113-051"	"2018"	"2018"	Suppressed	45697774	Suppressed
	"25-34 years"	"25-34"	"#Parkinson disease (G20-G21)"	"GR113-051"	"2019"	"2019"	Suppressed	45940321	Suppressed
	"25-34 years"	"25-34"	"#Parkinson disease (G20-G21)"	"GR113-051"	"2020"	"2020"	Suppressed	46069646	Suppressed
	"25-34 years"	"25-34"	"#Parkinson disease (G20-G21)"	"GR113-051"	"2021 (provisional)"	"2021"	Suppressed	46069646	Suppressed
	"25-34 years"	"25-34"	"#Alzheimer disease (G30)"	"GR113-052"	"2018"	"2018"	Suppressed	45697774	Suppressed
	"25-34 years"	"25-34"	"#Alzheimer disease (G30)"	"GR113-052"	"2019"	"2019"	Suppressed	45940321	Suppressed
	"25-34 years"	"25-34"	"#Alzheimer disease (G30)"	"GR113-052"	"2020"	"2020"	Suppressed	46069646	Suppressed
	"25-34 years"	"25-34"	"#Alzheimer disease (G30)"	"GR113-052"	"2021 (provisional)"	"2021"	Suppressed	46069646	Suppressed
	"25-34 years"	"25-34"	"Major cardiovascular diseases (I00-I78)"	"GR113-053"	"2018"	"2018"	4439	45697774	97.138210715
	"25-34 years"	"25-34"	"Major cardiovascular diseases (I00-I78)"	"GR113-053"	"2019"	"2019"	4401	45940321	95.798198711
	"25-34 years"	"25-34"	"Major cardiovascular diseases (I00-I78)"	"GR113-053"	"2020"	"2020"	4922	46069646	106.838242256
	"25-34 years"	"25-34"	"Major cardiovascular diseases (I00-I78)"	"GR113-053"	"2021 (provisional)"	"2021"	5152	46069646	111.830683483
	"25-34 years"	"25-34"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	"2018"	"2018"	3561	45697774	77.925021031
	"25-34 years"	"25-34"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	"2019"	"2019"	3495	45940321	76.076960803
	"25-34 years"	"25-34"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	"2020"	"2020"	3984	46069646	86.477764557
	"25-34 years"	"25-34"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	"2021 (provisional)"	"2021"	4156	46069646	90.211242344
	"25-34 years"	"25-34"	"Acute rheumatic fever and chronic rheumatic heart diseases (I00-I09)"	"GR113-055"	"2018"	"2018"	82	45697774	1.794398125
	"25-34 years"	"25-34"	"Acute rheumatic fever and chronic rheumatic heart diseases (I00-I09)"	"GR113-055"	"2019"	"2019"	61	45940321	1.327809616
	"25-34 years"	"25-34"	"Acute rheumatic fever and chronic rheumatic heart diseases (I00-I09)"	"GR113-055"	"2020"	"2020"	85	46069646	1.845032627
	"25-34 years"	"25-34"	"Acute rheumatic fever and chronic rheumatic heart diseases (I00-I09)"	"GR113-055"	"2021 (provisional)"	"2021"	84	46069646	1.823326361
	"25-34 years"	"25-34"	"Hypertensive heart disease (I11)"	"GR113-056"	"2018"	"2018"	526	45697774	11.510407487
	"25-34 years"	"25-34"	"Hypertensive heart disease (I11)"	"GR113-056"	"2019"	"2019"	498	45940321	10.840150638
	"25-34 years"	"25-34"	"Hypertensive heart disease (I11)"	"GR113-056"	"2020"	"2020"	613	46069646	13.305941183
	"25-34 years"	"25-34"	"Hypertensive heart disease (I11)"	"GR113-056"	"2021 (provisional)"	"2021"	569	46069646	12.350865470
	"25-34 years"	"25-34"	"Hypertensive heart and renal disease (I13)"	"GR113-057"	"2018"	"2018"	36	45697774	0.787784543
	"25-34 years"	"25-34"	"Hypertensive heart and renal disease (I13)"	"GR113-057"	"2019"	"2019"	33	45940321	0.718323235
	"25-34 years"	"25-34"	"Hypertensive heart and renal disease (I13)"	"GR113-057"	"2020"	"2020"	33	46069646	0.716306785
	"25-34 years"	"25-34"	"Hypertensive heart and renal disease (I13)"	"GR113-057"	"2021 (provisional)"	"2021"	51	46069646	1.107019576
	"25-34 years"	"25-34"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	"2018"	"2018"	917	45697774	20.066622939
	"25-34 years"	"25-34"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	"2019"	"2019"	889	45940321	19.351192605
	"25-34 years"	"25-34"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	"2020"	"2020"	997	46069646	21.641147405
	"25-34 years"	"25-34"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	"2021 (provisional)"	"2021"	1057	46069646	22.943523378
	"25-34 years"	"25-34"	"Acute myocardial infarction (I21-I22)"	"GR113-059"	"2018"	"2018"	367	45697774	8.031025756
	"25-34 years"	"25-34"	"Acute myocardial infarction (I21-I22)"	"GR113-059"	"2019"	"2019"	323	45940321	7.030860755
	"25-34 years"	"25-34"	"Acute myocardial infarction (I21-I22)"	"GR113-059"	"2020"	"2020"	407	46069646	8.834450345
	"25-34 years"	"25-34"	"Acute myocardial infarction (I21-I22)"	"GR113-059"	"2021 (provisional)"	"2021"	437	46069646	9.485638331
	"25-34 years"	"25-34"	"Other acute ischemic heart diseases (I24)"	"GR113-060"	"2018"	"2018"	14	45697774	Unreliable
	"25-34 years"	"25-34"	"Other acute ischemic heart diseases (I24)"	"GR113-060"	"2019"	"2019"	Suppressed	45940321	Suppressed
	"25-34 years"	"25-34"	"Other acute ischemic heart diseases (I24)"	"GR113-060"	"2020"	"2020"	15	46069646	Unreliable
	"25-34 years"	"25-34"	"Other acute ischemic heart diseases (I24)"	"GR113-060"	"2021 (provisional)"	"2021"	19	46069646	Unreliable
	"25-34 years"	"25-34"	"Other forms of chronic ischemic heart disease (I20,I25)"	"GR113-061"	"2018"	"2018"	536	45697774	11.729236527
	"25-34 years"	"25-34"	"Other forms of chronic ischemic heart disease (I20,I25)"	"GR113-061"	"2019"	"2019"	557	45940321	12.124425513
	"25-34 years"	"25-34"	"Other forms of chronic ischemic heart disease (I20,I25)"	"GR113-061"	"2020"	"2020"	575	46069646	12.481103067
	"25-34 years"	"25-34"	"Other forms of chronic ischemic heart disease (I20,I25)"	"GR113-061"	"2021 (provisional)"	"2021"	601	46069646	13.045465989
	"25-34 years"	"25-34"	"Atherosclerotic cardiovascular disease, so described (I25.0)"	"GR113-062"	"2018"	"2018"	267	45697774	5.842735359
	"25-34 years"	"25-34"	"Atherosclerotic cardiovascular disease, so described (I25.0)"	"GR113-062"	"2019"	"2019"	289	45940321	6.290770149
	"25-34 years"	"25-34"	"Atherosclerotic cardiovascular disease, so described (I25.0)"	"GR113-062"	"2020"	"2020"	315	46069646	6.837473854
	"25-34 years"	"25-34"	"Atherosclerotic cardiovascular disease, so described (I25.0)"	"GR113-062"	"2021 (provisional)"	"2021"	321	46069646	6.967711451
	"25-34 years"	"25-34"	"All other forms of chronic ischemic heart disease (I20,I25.1-I25.9)"	"GR113-063"	"2018"	"2018"	269	45697774	5.886501167
	"25-34 years"	"25-34"	"All other forms of chronic ischemic heart disease (I20,I25.1-I25.9)"	"GR113-063"	"2019"	"2019"	268	45940321	5.833655363
	"25-34 years"	"25-34"	"All other forms of chronic ischemic heart disease (I20,I25.1-I25.9)"	"GR113-063"	"2020"	"2020"	260	46069646	5.643629213
	"25-34 years"	"25-34"	"All other forms of chronic ischemic heart disease (I20,I25.1-I25.9)"	"GR113-063"	"2021 (provisional)"	"2021"	280	46069646	6.077754537
	"25-34 years"	"25-34"	"Other heart diseases (I26-I51)"	"GR113-064"	"2018"	"2018"	2000	45697774	43.765807936
	"25-34 years"	"25-34"	"Other heart diseases (I26-I51)"	"GR113-064"	"2019"	"2019"	2014	45940321	43.839484709
	"25-34 years"	"25-34"	"Other heart diseases (I26-I51)"	"GR113-064"	"2020"	"2020"	2256	46069646	48.969336556
	"25-34 years"	"25-34"	"Other heart diseases (I26-I51)"	"GR113-064"	"2021 (provisional)"	"2021"	2395	46069646	51.986507559
	"25-34 years"	"25-34"	"Acute and subacute endocarditis (I33)"	"GR113-065"	"2018"	"2018"	161	45697774	3.523147539
	"25-34 years"	"25-34"	"Acute and subacute endocarditis (I33)"	"GR113-065"	"2019"	"2019"	123	45940321	2.677386603
	"25-34 years"	"25-34"	"Acute and subacute endocarditis (I33)"	"GR113-065"	"2020"	"2020"	147	46069646	3.190821132
	"25-34 years"	"25-34"	"Acute and subacute endocarditis (I33)"	"GR113-065"	"2021 (provisional)"	"2021"	144	46069646	3.125702333
	"25-34 years"	"25-34"	"Diseases of pericardium and acute myocarditis (I30-I31,I40)"	"GR113-066"	"2018"	"2018"	40	45697774	0.875316159
	"25-34 years"	"25-34"	"Diseases of pericardium and acute myocarditis (I30-I31,I40)"	"GR113-066"	"2019"	"2019"	45	45940321	0.979531684
	"25-34 years"	"25-34"	"Diseases of pericardium and acute myocarditis (I30-I31,I40)"	"GR113-066"	"2020"	"2020"	44	46069646	0.955075713
	"25-34 years"	"25-34"	"Diseases of pericardium and acute myocarditis (I30-I31,I40)"	"GR113-066"	"2021 (provisional)"	"2021"	38	46069646	0.824838116
	"25-34 years"	"25-34"	"Heart failure (I50)"	"GR113-067"	"2018"	"2018"	161	45697774	3.523147539
	"25-34 years"	"25-34"	"Heart failure (I50)"	"GR113-067"	"2019"	"2019"	174	45940321	3.787522512
	"25-34 years"	"25-34"	"Heart failure (I50)"	"GR113-067"	"2020"	"2020"	212	46069646	4.601728435
	"25-34 years"	"25-34"	"Heart failure (I50)"	"GR113-067"	"2021 (provisional)"	"2021"	220	46069646	4.775378565
	"25-34 years"	"25-34"	"All other forms of heart disease (I26-I28,I34-I38,I42-I49,I51)"	"GR113-068"	"2018"	"2018"	1638	45697774	35.844196700
	"25-34 years"	"25-34"	"All other forms of heart disease (I26-I28,I34-I38,I42-I49,I51)"	"GR113-068"	"2019"	"2019"	1672	45940321	36.395043909
	"25-34 years"	"25-34"	"All other forms of heart disease (I26-I28,I34-I38,I42-I49,I51)"	"GR113-068"	"2020"	"2020"	1853	46069646	40.221711276
	"25-34 years"	"25-34"	"All other forms of heart disease (I26-I28,I34-I38,I42-I49,I51)"	"GR113-068"	"2021 (provisional)"	"2021"	1993	46069646	43.260588545
	"25-34 years"	"25-34"	"#Essential hypertension and hypertensive renal disease (I10,I12,I15)"	"GR113-069"	"2018"	"2018"	120	45697774	2.625948476
	"25-34 years"	"25-34"	"#Essential hypertension and hypertensive renal disease (I10,I12,I15)"	"GR113-069"	"2019"	"2019"	125	45940321	2.720921345
	"25-34 years"	"25-34"	"#Essential hypertension and hypertensive renal disease (I10,I12,I15)"	"GR113-069"	"2020"	"2020"	149	46069646	3.234233664
	"25-34 years"	"25-34"	"#Essential hypertension and hypertensive renal disease (I10,I12,I15)"	"GR113-069"	"2021 (provisional)"	"2021"	171	46069646	3.711771521
	"25-34 years"	"25-34"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	"2018"	"2018"	567	45697774	12.407606550
	"25-34 years"	"25-34"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	"2019"	"2019"	585	45940321	12.733911894
	"25-34 years"	"25-34"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	"2020"	"2020"	600	46069646	13.023759722
	"25-34 years"	"25-34"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	"2021 (provisional)"	"2021"	628	46069646	13.631535176
	"25-34 years"	"25-34"	"#Atherosclerosis (I70)"	"GR113-071"	"2018"	"2018"	Suppressed	45697774	Suppressed
	"25-34 years"	"25-34"	"#Atherosclerosis (I70)"	"GR113-071"	"2019"	"2019"	Suppressed	45940321	Suppressed
	"25-34 years"	"25-34"	"#Atherosclerosis (I70)"	"GR113-071"	"2020"	"2020"	Suppressed	46069646	Suppressed
	"25-34 years"	"25-34"	"#Atherosclerosis (I70)"	"GR113-071"	"2021 (provisional)"	"2021"	Suppressed	46069646	Suppressed
	"25-34 years"	"25-34"	"Other diseases of circulatory system (I71-I78)"	"GR113-072"	"2018"	"2018"	187	45697774	4.092103042
	"25-34 years"	"25-34"	"Other diseases of circulatory system (I71-I78)"	"GR113-072"	"2019"	"2019"	190	45940321	4.135800444
	"25-34 years"	"25-34"	"Other diseases of circulatory system (I71-I78)"	"GR113-072"	"2020"	"2020"	181	46069646	3.928834183
	"25-34 years"	"25-34"	"Other diseases of circulatory system (I71-I78)"	"GR113-072"	"2021 (provisional)"	"2021"	193	46069646	4.189309377
	"25-34 years"	"25-34"	"#Aortic aneurysm and dissection (I71)"	"GR113-073"	"2018"	"2018"	124	45697774	2.713480092
	"25-34 years"	"25-34"	"#Aortic aneurysm and dissection (I71)"	"GR113-073"	"2019"	"2019"	121	45940321	2.633851862
	"25-34 years"	"25-34"	"#Aortic aneurysm and dissection (I71)"	"GR113-073"	"2020"	"2020"	127	46069646	2.756695808
	"25-34 years"	"25-34"	"#Aortic aneurysm and dissection (I71)"	"GR113-073"	"2021 (provisional)"	"2021"	121	46069646	2.626458211
	"25-34 years"	"25-34"	"Other diseases of arteries, arterioles and capillaries (I72-I78)"	"GR113-074"	"2018"	"2018"	63	45697774	1.378622950
	"25-34 years"	"25-34"	"Other diseases of arteries, arterioles and capillaries (I72-I78)"	"GR113-074"	"2019"	"2019"	69	45940321	1.501948582
	"25-34 years"	"25-34"	"Other diseases of arteries, arterioles and capillaries (I72-I78)"	"GR113-074"	"2020"	"2020"	54	46069646	1.172138375
	"25-34 years"	"25-34"	"Other diseases of arteries, arterioles and capillaries (I72-I78)"	"GR113-074"	"2021 (provisional)"	"2021"	72	46069646	1.562851167
	"25-34 years"	"25-34"	"Other disorders of circulatory system (I80-I99)"	"GR113-075"	"2018"	"2018"	163	45697774	3.566913347
	"25-34 years"	"25-34"	"Other disorders of circulatory system (I80-I99)"	"GR113-075"	"2019"	"2019"	169	45940321	3.678685658
	"25-34 years"	"25-34"	"Other disorders of circulatory system (I80-I99)"	"GR113-075"	"2020"	"2020"	244	46069646	5.296328954
	"25-34 years"	"25-34"	"Other disorders of circulatory system (I80-I99)"	"GR113-075"	"2021 (provisional)"	"2021"	223	46069646	4.840497363
	"25-34 years"	"25-34"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	"2018"	"2018"	457	45697774	10.000487113
	"25-34 years"	"25-34"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	"2019"	"2019"	464	45940321	10.100060032
	"25-34 years"	"25-34"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	"2020"	"2020"	578	46069646	12.546221866
	"25-34 years"	"25-34"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	"2021 (provisional)"	"2021"	400	46069646	8.682506482
	"25-34 years"	"25-34"	"Influenza (J09-J11)"	"GR113-077"	"2018"	"2018"	117	45697774	2.560299764
	"25-34 years"	"25-34"	"Influenza (J09-J11)"	"GR113-077"	"2019"	"2019"	127	45940321	2.764456086
	"25-34 years"	"25-34"	"Influenza (J09-J11)"	"GR113-077"	"2020"	"2020"	179	46069646	3.885421651
	"25-34 years"	"25-34"	"Influenza (J09-J11)"	"GR113-077"	"2021 (provisional)"	"2021"	11	46069646	Unreliable
	"25-34 years"	"25-34"	"Pneumonia (J12-J18)"	"GR113-078"	"2018"	"2018"	340	45697774	7.440187349
	"25-34 years"	"25-34"	"Pneumonia (J12-J18)"	"GR113-078"	"2019"	"2019"	337	45940321	7.335603946
	"25-34 years"	"25-34"	"Pneumonia (J12-J18)"	"GR113-078"	"2020"	"2020"	399	46069646	8.660800215
	"25-34 years"	"25-34"	"Pneumonia (J12-J18)"	"GR113-078"	"2021 (provisional)"	"2021"	389	46069646	8.443737553
	"25-34 years"	"25-34"	"Other acute lower respiratory infections (J20-J22,U04)"	"GR113-079"	"2018"	"2018"	Suppressed	45697774	Suppressed
	"25-34 years"	"25-34"	"Other acute lower respiratory infections (J20-J22,U04)"	"GR113-079"	"2019"	"2019"	Suppressed	45940321	Suppressed
	"25-34 years"	"25-34"	"Other acute lower respiratory infections (J20-J22,U04)"	"GR113-079"	"2020"	"2020"	Suppressed	46069646	Suppressed
	"25-34 years"	"25-34"	"Other acute lower respiratory infections (J20-J22,U04)"	"GR113-079"	"2021 (provisional)"	"2021"	Suppressed	46069646	Suppressed
	"25-34 years"	"25-34"	"#Acute bronchitis and bronchiolitis (J20-J21)"	"GR113-080"	"2018"	"2018"	Suppressed	45697774	Suppressed
	"25-34 years"	"25-34"	"#Acute bronchitis and bronchiolitis (J20-J21)"	"GR113-080"	"2019"	"2019"	Suppressed	45940321	Suppressed
	"25-34 years"	"25-34"	"#Acute bronchitis and bronchiolitis (J20-J21)"	"GR113-080"	"2020"	"2020"	Suppressed	46069646	Suppressed
	"25-34 years"	"25-34"	"#Acute bronchitis and bronchiolitis (J20-J21)"	"GR113-080"	"2021 (provisional)"	"2021"	Suppressed	46069646	Suppressed
	"25-34 years"	"25-34"	"Other and unspecified acute lower respiratory infections (J22,U04)"	"GR113-081"	"2018"	"2018"	Suppressed	45697774	Suppressed
	"25-34 years"	"25-34"	"Other and unspecified acute lower respiratory infections (J22,U04)"	"GR113-081"	"2019"	"2019"	Suppressed	45940321	Suppressed
	"25-34 years"	"25-34"	"Other and unspecified acute lower respiratory infections (J22,U04)"	"GR113-081"	"2020"	"2020"	Suppressed	46069646	Suppressed
	"25-34 years"	"25-34"	"Other and unspecified acute lower respiratory infections (J22,U04)"	"GR113-081"	"2021 (provisional)"	"2021"	Suppressed	46069646	Suppressed
	"25-34 years"	"25-34"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	"2018"	"2018"	300	45697774	6.564871190
	"25-34 years"	"25-34"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	"2019"	"2019"	367	45940321	7.988625069
	"25-34 years"	"25-34"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	"2020"	"2020"	400	46069646	8.682506482
	"25-34 years"	"25-34"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	"2021 (provisional)"	"2021"	360	46069646	7.814255833
	"25-34 years"	"25-34"	"Bronchitis, chronic and unspecified (J40-J42)"	"GR113-083"	"2018"	"2018"	Suppressed	45697774	Suppressed
	"25-34 years"	"25-34"	"Bronchitis, chronic and unspecified (J40-J42)"	"GR113-083"	"2019"	"2019"	Suppressed	45940321	Suppressed
	"25-34 years"	"25-34"	"Bronchitis, chronic and unspecified (J40-J42)"	"GR113-083"	"2020"	"2020"	Suppressed	46069646	Suppressed
	"25-34 years"	"25-34"	"Bronchitis, chronic and unspecified (J40-J42)"	"GR113-083"	"2021 (provisional)"	"2021"	Suppressed	46069646	Suppressed
	"25-34 years"	"25-34"	"Emphysema (J43)"	"GR113-084"	"2018"	"2018"	Suppressed	45697774	Suppressed
	"25-34 years"	"25-34"	"Emphysema (J43)"	"GR113-084"	"2019"	"2019"	Suppressed	45940321	Suppressed
	"25-34 years"	"25-34"	"Emphysema (J43)"	"GR113-084"	"2020"	"2020"	12	46069646	Unreliable
	"25-34 years"	"25-34"	"Emphysema (J43)"	"GR113-084"	"2021 (provisional)"	"2021"	Suppressed	46069646	Suppressed
	"25-34 years"	"25-34"	"Asthma (J45-J46)"	"GR113-085"	"2018"	"2018"	238	45697774	5.208131144
	"25-34 years"	"25-34"	"Asthma (J45-J46)"	"GR113-085"	"2019"	"2019"	318	45940321	6.922023901
	"25-34 years"	"25-34"	"Asthma (J45-J46)"	"GR113-085"	"2020"	"2020"	348	46069646	7.553780639
	"25-34 years"	"25-34"	"Asthma (J45-J46)"	"GR113-085"	"2021 (provisional)"	"2021"	293	46069646	6.359935998
	"25-34 years"	"25-34"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	"2018"	"2018"	55	45697774	1.203559718
	"25-34 years"	"25-34"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	"2019"	"2019"	36	45940321	0.783625347
	"25-34 years"	"25-34"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	"2020"	"2020"	39	46069646	0.846544382
	"25-34 years"	"25-34"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	"2021 (provisional)"	"2021"	57	46069646	1.237257174
	"25-34 years"	"25-34"	"#Pneumoconioses and chemical effects (J60-J66,J68,U07.0)"	"GR113-087"	"2018"	"2018"	Suppressed	45697774	Suppressed
	"25-34 years"	"25-34"	"#Pneumoconioses and chemical effects (J60-J66,J68,U07.0)"	"GR113-087"	"2019"	"2019"	Suppressed	45940321	Suppressed
	"25-34 years"	"25-34"	"#Pneumoconioses and chemical effects (J60-J66,J68,U07.0)"	"GR113-087"	"2020"	"2020"	Suppressed	46069646	Suppressed
	"25-34 years"	"25-34"	"#Pneumoconioses and chemical effects (J60-J66,J68,U07.0)"	"GR113-087"	"2021 (provisional)"	"2021"	Suppressed	46069646	Suppressed
	"25-34 years"	"25-34"	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	"2018"	"2018"	86	45697774	1.881929741
	"25-34 years"	"25-34"	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	"2019"	"2019"	110	45940321	2.394410784
	"25-34 years"	"25-34"	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	"2020"	"2020"	119	46069646	2.583045678
	"25-34 years"	"25-34"	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	"2021 (provisional)"	"2021"	133	46069646	2.886933405
	"25-34 years"	"25-34"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	"2018"	"2018"	243	45697774	5.317545664
	"25-34 years"	"25-34"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	"2019"	"2019"	274	45940321	5.964259588
	"25-34 years"	"25-34"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	"2020"	"2020"	284	46069646	6.164579602
	"25-34 years"	"25-34"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	"2021 (provisional)"	"2021"	284	46069646	6.164579602
	"25-34 years"	"25-34"	"#Peptic ulcer (K25-K28)"	"GR113-090"	"2018"	"2018"	30	45697774	0.656487119
	"25-34 years"	"25-34"	"#Peptic ulcer (K25-K28)"	"GR113-090"	"2019"	"2019"	36	45940321	0.783625347
	"25-34 years"	"25-34"	"#Peptic ulcer (K25-K28)"	"GR113-090"	"2020"	"2020"	39	46069646	0.846544382
	"25-34 years"	"25-34"	"#Peptic ulcer (K25-K28)"	"GR113-090"	"2021 (provisional)"	"2021"	52	46069646	1.128725843
	"25-34 years"	"25-34"	"#Diseases of appendix (K35-K38)"	"GR113-091"	"2018"	"2018"	Suppressed	45697774	Suppressed
	"25-34 years"	"25-34"	"#Diseases of appendix (K35-K38)"	"GR113-091"	"2019"	"2019"	10	45940321	Unreliable
	"25-34 years"	"25-34"	"#Diseases of appendix (K35-K38)"	"GR113-091"	"2020"	"2020"	Suppressed	46069646	Suppressed
	"25-34 years"	"25-34"	"#Diseases of appendix (K35-K38)"	"GR113-091"	"2021 (provisional)"	"2021"	12	46069646	Unreliable
	"25-34 years"	"25-34"	"#Hernia (K40-K46)"	"GR113-092"	"2018"	"2018"	10	45697774	Unreliable
	"25-34 years"	"25-34"	"#Hernia (K40-K46)"	"GR113-092"	"2019"	"2019"	Suppressed	45940321	Suppressed
	"25-34 years"	"25-34"	"#Hernia (K40-K46)"	"GR113-092"	"2020"	"2020"	11	46069646	Unreliable
	"25-34 years"	"25-34"	"#Hernia (K40-K46)"	"GR113-092"	"2021 (provisional)"	"2021"	Suppressed	46069646	Suppressed
	"25-34 years"	"25-34"	"#Chronic liver disease and cirrhosis (K70,K73-K74)"	"GR113-093"	"2018"	"2018"	1008	45697774	22.057967200
	"25-34 years"	"25-34"	"#Chronic liver disease and cirrhosis (K70,K73-K74)"	"GR113-093"	"2019"	"2019"	1112	45940321	24.205316284
	"25-34 years"	"25-34"	"#Chronic liver disease and cirrhosis (K70,K73-K74)"	"GR113-093"	"2020"	"2020"	1631	46069646	35.402920179
	"25-34 years"	"25-34"	"#Chronic liver disease and cirrhosis (K70,K73-K74)"	"GR113-093"	"2021 (provisional)"	"2021"	1833	46069646	39.787585952
	"25-34 years"	"25-34"	"Alcoholic liver disease (K70)"	"GR113-094"	"2018"	"2018"	832	45697774	18.206576102
	"25-34 years"	"25-34"	"Alcoholic liver disease (K70)"	"GR113-094"	"2019"	"2019"	938	45940321	20.417793772
	"25-34 years"	"25-34"	"Alcoholic liver disease (K70)"	"GR113-094"	"2020"	"2020"	1375	46069646	29.846116030
	"25-34 years"	"25-34"	"Alcoholic liver disease (K70)"	"GR113-094"	"2021 (provisional)"	"2021"	1536	46069646	33.340824889
	"25-34 years"	"25-34"	"Other chronic liver disease and cirrhosis (K73-K74)"	"GR113-095"	"2018"	"2018"	176	45697774	3.851391098
	"25-34 years"	"25-34"	"Other chronic liver disease and cirrhosis (K73-K74)"	"GR113-095"	"2019"	"2019"	174	45940321	3.787522512
	"25-34 years"	"25-34"	"Other chronic liver disease and cirrhosis (K73-K74)"	"GR113-095"	"2020"	"2020"	256	46069646	5.556804148
	"25-34 years"	"25-34"	"Other chronic liver disease and cirrhosis (K73-K74)"	"GR113-095"	"2021 (provisional)"	"2021"	297	46069646	6.446761063
	"25-34 years"	"25-34"	"#Cholelithiasis and other disorders of gallbladder (K80-K82)"	"GR113-096"	"2018"	"2018"	17	45697774	Unreliable
	"25-34 years"	"25-34"	"#Cholelithiasis and other disorders of gallbladder (K80-K82)"	"GR113-096"	"2019"	"2019"	16	45940321	Unreliable
	"25-34 years"	"25-34"	"#Cholelithiasis and other disorders of gallbladder (K80-K82)"	"GR113-096"	"2020"	"2020"	21	46069646	0.455831590
	"25-34 years"	"25-34"	"#Cholelithiasis and other disorders of gallbladder (K80-K82)"	"GR113-096"	"2021 (provisional)"	"2021"	21	46069646	0.455831590
	"25-34 years"	"25-34"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	"2018"	"2018"	260	45697774	5.689555032
	"25-34 years"	"25-34"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	"2019"	"2019"	302	45940321	6.573745969
	"25-34 years"	"25-34"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	"2020"	"2020"	321	46069646	6.967711451
	"25-34 years"	"25-34"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	"2021 (provisional)"	"2021"	369	46069646	8.009612229
