"Notes"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	"UCD - ICD-10 113 Cause List"	"UCD - ICD-10 113 Cause List Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"25-34 years"	"25-34"	"#Operations of war and their sequelae (Y36,Y89.1)"	"GR113-134"	"2021 (provisional)"	"2021"	Suppressed	25067058	Suppressed
	"25-34 years"	"25-34"	"#Complications of medical and surgical care (Y40-Y84,Y88)"	"GR113-135"	"2018"	"2018"	51	25186043	2.024931030
	"25-34 years"	"25-34"	"#Complications of medical and surgical care (Y40-Y84,Y88)"	"GR113-135"	"2019"	"2019"	56	25154412	2.226249614
	"25-34 years"	"25-34"	"#Complications of medical and surgical care (Y40-Y84,Y88)"	"GR113-135"	"2020"	"2020"	53	25067058	2.114328694
	"25-34 years"	"25-34"	"#Complications of medical and surgical care (Y40-Y84,Y88)"	"GR113-135"	"2021 (provisional)"	"2021"	74	25067058	2.952081573
	"25-34 years"	"25-34"	"#Enterocolitis due to Clostridium difficile (A04.7)"	"GR113-136"	"2018"	"2018"	12	25186043	Unreliable
	"25-34 years"	"25-34"	"#Enterocolitis due to Clostridium difficile (A04.7)"	"GR113-136"	"2019"	"2019"	12	25154412	Unreliable
	"25-34 years"	"25-34"	"#Enterocolitis due to Clostridium difficile (A04.7)"	"GR113-136"	"2020"	"2020"	Suppressed	25067058	Suppressed
	"25-34 years"	"25-34"	"#Enterocolitis due to Clostridium difficile (A04.7)"	"GR113-136"	"2021 (provisional)"	"2021"	Suppressed	25067058	Suppressed
	"25-34 years"	"25-34"	"#COVID-19 (U07.1)"	"GR113-137"	"2018"	"2018"	Suppressed	Suppressed	Unreliable
	"25-34 years"	"25-34"	"#COVID-19 (U07.1)"	"GR113-137"	"2019"	"2019"	Suppressed	Suppressed	Unreliable
	"25-34 years"	"25-34"	"#COVID-19 (U07.1)"	"GR113-137"	"2020"	"2020"	464	25067058	18.510349320
	"25-34 years"	"25-34"	"#COVID-19 (U07.1)"	"GR113-137"	"2021 (provisional)"	"2021"	2370	25067058	94.546396310
	"25-34 years"	"25-34"	"Data not shown due to 6 month lag to account for delays in death certificate completion for certain causes of death (999)"	"GR113-999"	"2018"	"2018"	Suppressed	Suppressed	Unreliable
	"25-34 years"	"25-34"	"Data not shown due to 6 month lag to account for delays in death certificate completion for certain causes of death (999)"	"GR113-999"	"2019"	"2019"	Suppressed	Suppressed	Unreliable
	"25-34 years"	"25-34"	"Data not shown due to 6 month lag to account for delays in death certificate completion for certain causes of death (999)"	"GR113-999"	"2020"	"2020"	Suppressed	Suppressed	Unreliable
	"25-34 years"	"25-34"	"Data not shown due to 6 month lag to account for delays in death certificate completion for certain causes of death (999)"	"GR113-999"	"2021 (provisional)"	"2021"	Suppressed	Suppressed	Unreliable
	"35-44 years"	"35-44"	"#Salmonella infections (A01-A02)"	"GR113-001"	"2018"	"2018"	Suppressed	23386184	Suppressed
	"35-44 years"	"35-44"	"#Salmonella infections (A01-A02)"	"GR113-001"	"2019"	"2019"	Suppressed	23562435	Suppressed
	"35-44 years"	"35-44"	"#Salmonella infections (A01-A02)"	"GR113-001"	"2020"	"2020"	Suppressed	23794741	Suppressed
	"35-44 years"	"35-44"	"#Salmonella infections (A01-A02)"	"GR113-001"	"2021 (provisional)"	"2021"	Suppressed	23794741	Suppressed
	"35-44 years"	"35-44"	"#Shigellosis and amebiasis (A03,A06)"	"GR113-002"	"2018"	"2018"	Suppressed	23386184	Suppressed
	"35-44 years"	"35-44"	"#Shigellosis and amebiasis (A03,A06)"	"GR113-002"	"2019"	"2019"	Suppressed	23562435	Suppressed
	"35-44 years"	"35-44"	"#Shigellosis and amebiasis (A03,A06)"	"GR113-002"	"2020"	"2020"	Suppressed	23794741	Suppressed
	"35-44 years"	"35-44"	"#Shigellosis and amebiasis (A03,A06)"	"GR113-002"	"2021 (provisional)"	"2021"	Suppressed	23794741	Suppressed
	"35-44 years"	"35-44"	"Certain other intestinal infections (A04,A07-A09)"	"GR113-003"	"2018"	"2018"	55	23386184	2.351815927
	"35-44 years"	"35-44"	"Certain other intestinal infections (A04,A07-A09)"	"GR113-003"	"2019"	"2019"	64	23562435	2.716187864
	"35-44 years"	"35-44"	"Certain other intestinal infections (A04,A07-A09)"	"GR113-003"	"2020"	"2020"	46	23794741	1.933200282
	"35-44 years"	"35-44"	"Certain other intestinal infections (A04,A07-A09)"	"GR113-003"	"2021 (provisional)"	"2021"	59	23794741	2.479539492
	"35-44 years"	"35-44"	"#Tuberculosis (A16-A19)"	"GR113-004"	"2018"	"2018"	Suppressed	23386184	Suppressed
	"35-44 years"	"35-44"	"#Tuberculosis (A16-A19)"	"GR113-004"	"2019"	"2019"	10	23562435	Unreliable
	"35-44 years"	"35-44"	"#Tuberculosis (A16-A19)"	"GR113-004"	"2020"	"2020"	10	23794741	Unreliable
	"35-44 years"	"35-44"	"#Tuberculosis (A16-A19)"	"GR113-004"	"2021 (provisional)"	"2021"	Suppressed	23794741	Suppressed
	"35-44 years"	"35-44"	"Respiratory tuberculosis (A16)"	"GR113-005"	"2018"	"2018"	Suppressed	23386184	Suppressed
	"35-44 years"	"35-44"	"Respiratory tuberculosis (A16)"	"GR113-005"	"2019"	"2019"	Suppressed	23562435	Suppressed
	"35-44 years"	"35-44"	"Respiratory tuberculosis (A16)"	"GR113-005"	"2020"	"2020"	10	23794741	Unreliable
	"35-44 years"	"35-44"	"Respiratory tuberculosis (A16)"	"GR113-005"	"2021 (provisional)"	"2021"	Suppressed	23794741	Suppressed
	"35-44 years"	"35-44"	"Other tuberculosis (A17-A19)"	"GR113-006"	"2018"	"2018"	Suppressed	23386184	Suppressed
	"35-44 years"	"35-44"	"Other tuberculosis (A17-A19)"	"GR113-006"	"2019"	"2019"	Suppressed	23562435	Suppressed
	"35-44 years"	"35-44"	"Other tuberculosis (A17-A19)"	"GR113-006"	"2020"	"2020"	Suppressed	23794741	Suppressed
	"35-44 years"	"35-44"	"Other tuberculosis (A17-A19)"	"GR113-006"	"2021 (provisional)"	"2021"	Suppressed	23794741	Suppressed
	"35-44 years"	"35-44"	"#Whooping cough (A37)"	"GR113-007"	"2018"	"2018"	Suppressed	23386184	Suppressed
	"35-44 years"	"35-44"	"#Whooping cough (A37)"	"GR113-007"	"2019"	"2019"	Suppressed	23562435	Suppressed
	"35-44 years"	"35-44"	"#Whooping cough (A37)"	"GR113-007"	"2020"	"2020"	Suppressed	23794741	Suppressed
	"35-44 years"	"35-44"	"#Whooping cough (A37)"	"GR113-007"	"2021 (provisional)"	"2021"	Suppressed	23794741	Suppressed
	"35-44 years"	"35-44"	"#Scarlet fever and erysipelas (A38,A46)"	"GR113-008"	"2018"	"2018"	Suppressed	23386184	Suppressed
	"35-44 years"	"35-44"	"#Scarlet fever and erysipelas (A38,A46)"	"GR113-008"	"2019"	"2019"	Suppressed	23562435	Suppressed
	"35-44 years"	"35-44"	"#Scarlet fever and erysipelas (A38,A46)"	"GR113-008"	"2020"	"2020"	Suppressed	23794741	Suppressed
	"35-44 years"	"35-44"	"#Scarlet fever and erysipelas (A38,A46)"	"GR113-008"	"2021 (provisional)"	"2021"	Suppressed	23794741	Suppressed
	"35-44 years"	"35-44"	"#Meningococcal infection (A39)"	"GR113-009"	"2018"	"2018"	Suppressed	23386184	Suppressed
	"35-44 years"	"35-44"	"#Meningococcal infection (A39)"	"GR113-009"	"2019"	"2019"	Suppressed	23562435	Suppressed
	"35-44 years"	"35-44"	"#Meningococcal infection (A39)"	"GR113-009"	"2020"	"2020"	Suppressed	23794741	Suppressed
	"35-44 years"	"35-44"	"#Meningococcal infection (A39)"	"GR113-009"	"2021 (provisional)"	"2021"	Suppressed	23794741	Suppressed
	"35-44 years"	"35-44"	"#Septicemia (A40-A41)"	"GR113-010"	"2018"	"2018"	433	23386184	18.515205388
	"35-44 years"	"35-44"	"#Septicemia (A40-A41)"	"GR113-010"	"2019"	"2019"	449	23562435	19.055755485
	"35-44 years"	"35-44"	"#Septicemia (A40-A41)"	"GR113-010"	"2020"	"2020"	525	23794741	22.063698865
	"35-44 years"	"35-44"	"#Septicemia (A40-A41)"	"GR113-010"	"2021 (provisional)"	"2021"	620	23794741	26.056177708
	"35-44 years"	"35-44"	"#Syphilis (A50-A53)"	"GR113-011"	"2018"	"2018"	Suppressed	23386184	Suppressed
	"35-44 years"	"35-44"	"#Syphilis (A50-A53)"	"GR113-011"	"2019"	"2019"	Suppressed	23562435	Suppressed
	"35-44 years"	"35-44"	"#Syphilis (A50-A53)"	"GR113-011"	"2020"	"2020"	Suppressed	23794741	Suppressed
	"35-44 years"	"35-44"	"#Syphilis (A50-A53)"	"GR113-011"	"2021 (provisional)"	"2021"	Suppressed	23794741	Suppressed
	"35-44 years"	"35-44"	"#Acute poliomyelitis (A80)"	"GR113-012"	"2018"	"2018"	Suppressed	23386184	Suppressed
	"35-44 years"	"35-44"	"#Acute poliomyelitis (A80)"	"GR113-012"	"2019"	"2019"	Suppressed	23562435	Suppressed
	"35-44 years"	"35-44"	"#Acute poliomyelitis (A80)"	"GR113-012"	"2020"	"2020"	Suppressed	23794741	Suppressed
	"35-44 years"	"35-44"	"#Acute poliomyelitis (A80)"	"GR113-012"	"2021 (provisional)"	"2021"	Suppressed	23794741	Suppressed
	"35-44 years"	"35-44"	"#Arthropod-borne viral encephalitis (A83-A84,A85.2)"	"GR113-013"	"2018"	"2018"	Suppressed	23386184	Suppressed
	"35-44 years"	"35-44"	"#Arthropod-borne viral encephalitis (A83-A84,A85.2)"	"GR113-013"	"2019"	"2019"	Suppressed	23562435	Suppressed
	"35-44 years"	"35-44"	"#Arthropod-borne viral encephalitis (A83-A84,A85.2)"	"GR113-013"	"2020"	"2020"	Suppressed	23794741	Suppressed
	"35-44 years"	"35-44"	"#Arthropod-borne viral encephalitis (A83-A84,A85.2)"	"GR113-013"	"2021 (provisional)"	"2021"	Suppressed	23794741	Suppressed
	"35-44 years"	"35-44"	"#Measles (B05)"	"GR113-014"	"2018"	"2018"	Suppressed	23386184	Suppressed
	"35-44 years"	"35-44"	"#Measles (B05)"	"GR113-014"	"2019"	"2019"	Suppressed	23562435	Suppressed
	"35-44 years"	"35-44"	"#Measles (B05)"	"GR113-014"	"2020"	"2020"	Suppressed	23794741	Suppressed
	"35-44 years"	"35-44"	"#Measles (B05)"	"GR113-014"	"2021 (provisional)"	"2021"	Suppressed	23794741	Suppressed
	"35-44 years"	"35-44"	"#Viral hepatitis (B15-B19)"	"GR113-015"	"2018"	"2018"	127	23386184	5.430556777
	"35-44 years"	"35-44"	"#Viral hepatitis (B15-B19)"	"GR113-015"	"2019"	"2019"	127	23562435	5.389935293
	"35-44 years"	"35-44"	"#Viral hepatitis (B15-B19)"	"GR113-015"	"2020"	"2020"	119	23794741	5.001105076
	"35-44 years"	"35-44"	"#Viral hepatitis (B15-B19)"	"GR113-015"	"2021 (provisional)"	"2021"	111	23794741	4.664896331
	"35-44 years"	"35-44"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"2018"	"2018"	192	23386184	8.209975599
	"35-44 years"	"35-44"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"2019"	"2019"	172	23562435	7.299754885
	"35-44 years"	"35-44"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"2020"	"2020"	174	23794741	7.312540195
	"35-44 years"	"35-44"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"2021 (provisional)"	"2021"	168	23794741	7.060383637
	"35-44 years"	"35-44"	"#Malaria (B50-B54)"	"GR113-017"	"2018"	"2018"	Suppressed	23386184	Suppressed
	"35-44 years"	"35-44"	"#Malaria (B50-B54)"	"GR113-017"	"2019"	"2019"	Suppressed	23562435	Suppressed
	"35-44 years"	"35-44"	"#Malaria (B50-B54)"	"GR113-017"	"2020"	"2020"	Suppressed	23794741	Suppressed
	"35-44 years"	"35-44"	"#Malaria (B50-B54)"	"GR113-017"	"2021 (provisional)"	"2021"	Suppressed	23794741	Suppressed
	"35-44 years"	"35-44"	"Other and unspecified infectious and parasitic diseases and their sequelae (A00,A05,A20-A36,A42-A44,A48-A49,A54-A79,A81-A82,A85.0-A85.1,A85.8,A86-B04,B06-B09,B25-B49,B55-B99,U07.1)"	"GR113-018"	"2018"	"2018"	126	23386184	5.387796487
	"35-44 years"	"35-44"	"Other and unspecified infectious and parasitic diseases and their sequelae (A00,A05,A20-A36,A42-A44,A48-A49,A54-A79,A81-A82,A85.0-A85.1,A85.8,A86-B04,B06-B09,B25-B49,B55-B99,U07.1)"	"GR113-018"	"2019"	"2019"	152	23562435	6.450946178
	"35-44 years"	"35-44"	"Other and unspecified infectious and parasitic diseases and their sequelae (A00,A05,A20-A36,A42-A44,A48-A49,A54-A79,A81-A82,A85.0-A85.1,A85.8,A86-B04,B06-B09,B25-B49,B55-B99,U07.1)"	"GR113-018"	"2020"	"2020"	1328	23794741	55.810651606
	"35-44 years"	"35-44"	"Other and unspecified infectious and parasitic diseases and their sequelae (A00,A05,A20-A36,A42-A44,A48-A49,A54-A79,A81-A82,A85.0-A85.1,A85.8,A86-B04,B06-B09,B25-B49,B55-B99,U07.1)"	"GR113-018"	"2021 (provisional)"	"2021"	6909	23794741	290.358277066
	"35-44 years"	"35-44"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	"2018"	"2018"	6127	23386184	261.992294254
	"35-44 years"	"35-44"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	"2019"	"2019"	6151	23562435	261.051118019
	"35-44 years"	"35-44"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	"2020"	"2020"	6206	23794741	260.813933634
	"35-44 years"	"35-44"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	"2021 (provisional)"	"2021"	6542	23794741	274.934700907
	"35-44 years"	"35-44"	"Malignant neoplasms of lip, oral cavity and pharynx (C00-C14)"	"GR113-020"	"2018"	"2018"	100	23386184	4.276028958
	"35-44 years"	"35-44"	"Malignant neoplasms of lip, oral cavity and pharynx (C00-C14)"	"GR113-020"	"2019"	"2019"	113	23562435	4.795769198
	"35-44 years"	"35-44"	"Malignant neoplasms of lip, oral cavity and pharynx (C00-C14)"	"GR113-020"	"2020"	"2020"	110	23794741	4.622870238
	"35-44 years"	"35-44"	"Malignant neoplasms of lip, oral cavity and pharynx (C00-C14)"	"GR113-020"	"2021 (provisional)"	"2021"	133	23794741	5.589470379
	"35-44 years"	"35-44"	"Malignant neoplasm of esophagus (C15)"	"GR113-021"	"2018"	"2018"	141	23386184	6.029200831
	"35-44 years"	"35-44"	"Malignant neoplasm of esophagus (C15)"	"GR113-021"	"2019"	"2019"	169	23562435	7.172433579
	"35-44 years"	"35-44"	"Malignant neoplasm of esophagus (C15)"	"GR113-021"	"2020"	"2020"	162	23794741	6.808227078
	"35-44 years"	"35-44"	"Malignant neoplasm of esophagus (C15)"	"GR113-021"	"2021 (provisional)"	"2021"	162	23794741	6.808227078
	"35-44 years"	"35-44"	"Malignant neoplasm of stomach (C16)"	"GR113-022"	"2018"	"2018"	126	23386184	5.387796487
	"35-44 years"	"35-44"	"Malignant neoplasm of stomach (C16)"	"GR113-022"	"2019"	"2019"	151	23562435	6.408505742
	"35-44 years"	"35-44"	"Malignant neoplasm of stomach (C16)"	"GR113-022"	"2020"	"2020"	141	23794741	5.925679124
	"35-44 years"	"35-44"	"Malignant neoplasm of stomach (C16)"	"GR113-022"	"2021 (provisional)"	"2021"	125	23794741	5.253261635
	"35-44 years"	"35-44"	"Malignant neoplasms of colon, rectum and anus (C18-C21)"	"GR113-023"	"2018"	"2018"	870	23386184	37.201451934
	"35-44 years"	"35-44"	"Malignant neoplasms of colon, rectum and anus (C18-C21)"	"GR113-023"	"2019"	"2019"	860	23562435	36.498774426
	"35-44 years"	"35-44"	"Malignant neoplasms of colon, rectum and anus (C18-C21)"	"GR113-023"	"2020"	"2020"	877	23794741	36.856883628
	"35-44 years"	"35-44"	"Malignant neoplasms of colon, rectum and anus (C18-C21)"	"GR113-023"	"2021 (provisional)"	"2021"	1019	23794741	42.824588845
	"35-44 years"	"35-44"	"Malignant neoplasms of liver and intrahepatic bile ducts (C22)"	"GR113-024"	"2018"	"2018"	159	23386184	6.798886043
	"35-44 years"	"35-44"	"Malignant neoplasms of liver and intrahepatic bile ducts (C22)"	"GR113-024"	"2019"	"2019"	149	23562435	6.323624871
	"35-44 years"	"35-44"	"Malignant neoplasms of liver and intrahepatic bile ducts (C22)"	"GR113-024"	"2020"	"2020"	154	23794741	6.472018334
	"35-44 years"	"35-44"	"Malignant neoplasms of liver and intrahepatic bile ducts (C22)"	"GR113-024"	"2021 (provisional)"	"2021"	145	23794741	6.093783496
	"35-44 years"	"35-44"	"Malignant neoplasm of pancreas (C25)"	"GR113-025"	"2018"	"2018"	256	23386184	10.946634132
	"35-44 years"	"35-44"	"Malignant neoplasm of pancreas (C25)"	"GR113-025"	"2019"	"2019"	282	23562435	11.968202777
	"35-44 years"	"35-44"	"Malignant neoplasm of pancreas (C25)"	"GR113-025"	"2020"	"2020"	273	23794741	11.473123410
	"35-44 years"	"35-44"	"Malignant neoplasm of pancreas (C25)"	"GR113-025"	"2021 (provisional)"	"2021"	291	23794741	12.229593085
	"35-44 years"	"35-44"	"Malignant neoplasm of larynx (C32)"	"GR113-026"	"2018"	"2018"	17	23386184	Unreliable
	"35-44 years"	"35-44"	"Malignant neoplasm of larynx (C32)"	"GR113-026"	"2019"	"2019"	10	23562435	Unreliable
	"35-44 years"	"35-44"	"Malignant neoplasm of larynx (C32)"	"GR113-026"	"2020"	"2020"	17	23794741	Unreliable
	"35-44 years"	"35-44"	"Malignant neoplasm of larynx (C32)"	"GR113-026"	"2021 (provisional)"	"2021"	12	23794741	Unreliable
	"35-44 years"	"35-44"	"Malignant neoplasms of trachea, bronchus and lung (C33-C34)"	"GR113-027"	"2018"	"2018"	493	23386184	21.080822763
	"35-44 years"	"35-44"	"Malignant neoplasms of trachea, bronchus and lung (C33-C34)"	"GR113-027"	"2019"	"2019"	471	23562435	19.989445064
	"35-44 years"	"35-44"	"Malignant neoplasms of trachea, bronchus and lung (C33-C34)"	"GR113-027"	"2020"	"2020"	457	23794741	19.205924536
	"35-44 years"	"35-44"	"Malignant neoplasms of trachea, bronchus and lung (C33-C34)"	"GR113-027"	"2021 (provisional)"	"2021"	444	23794741	18.659585326
	"35-44 years"	"35-44"	"Malignant melanoma of skin (C43)"	"GR113-028"	"2018"	"2018"	287	23386184	12.272203109
	"35-44 years"	"35-44"	"Malignant melanoma of skin (C43)"	"GR113-028"	"2019"	"2019"	261	23562435	11.076953634
	"35-44 years"	"35-44"	"Malignant melanoma of skin (C43)"	"GR113-028"	"2020"	"2020"	281	23794741	11.809332154
	"35-44 years"	"35-44"	"Malignant melanoma of skin (C43)"	"GR113-028"	"2021 (provisional)"	"2021"	257	23794741	10.800705921
	"35-44 years"	"35-44"	"Malignant neoplasm of breast (C50)"	"GR113-029"	"2018"	"2018"	961	23386184	41.092638286
	"35-44 years"	"35-44"	"Malignant neoplasm of breast (C50)"	"GR113-029"	"2019"	"2019"	1018	23562435	43.204363216
	"35-44 years"	"35-44"	"Malignant neoplasm of breast (C50)"	"GR113-029"	"2020"	"2020"	993	23794741	41.731910425
	"35-44 years"	"35-44"	"Malignant neoplasm of breast (C50)"	"GR113-029"	"2021 (provisional)"	"2021"	1023	23794741	42.992693217
	"35-44 years"	"35-44"	"Malignant neoplasm of cervix uteri (C53)"	"GR113-030"	"2018"	"2018"	274	23386184	11.716319345
	"35-44 years"	"35-44"	"Malignant neoplasm of cervix uteri (C53)"	"GR113-030"	"2019"	"2019"	302	23562435	12.817011485
	"35-44 years"	"35-44"	"Malignant neoplasm of cervix uteri (C53)"	"GR113-030"	"2020"	"2020"	351	23794741	14.751158670
	"35-44 years"	"35-44"	"Malignant neoplasm of cervix uteri (C53)"	"GR113-030"	"2021 (provisional)"	"2021"	389	23794741	16.348150207
	"35-44 years"	"35-44"	"Malignant neoplasms of corpus uteri and uterus, part unspecified (C54-C55)"	"GR113-031"	"2018"	"2018"	91	23386184	3.891186352
	"35-44 years"	"35-44"	"Malignant neoplasms of corpus uteri and uterus, part unspecified (C54-C55)"	"GR113-031"	"2019"	"2019"	101	23562435	4.286483973
	"35-44 years"	"35-44"	"Malignant neoplasms of corpus uteri and uterus, part unspecified (C54-C55)"	"GR113-031"	"2020"	"2020"	96	23794741	4.034504935
	"35-44 years"	"35-44"	"Malignant neoplasms of corpus uteri and uterus, part unspecified (C54-C55)"	"GR113-031"	"2021 (provisional)"	"2021"	119	23794741	5.001105076
	"35-44 years"	"35-44"	"Malignant neoplasm of ovary (C56)"	"GR113-032"	"2018"	"2018"	193	23386184	8.252735889
	"35-44 years"	"35-44"	"Malignant neoplasm of ovary (C56)"	"GR113-032"	"2019"	"2019"	168	23562435	7.129993144
	"35-44 years"	"35-44"	"Malignant neoplasm of ovary (C56)"	"GR113-032"	"2020"	"2020"	166	23794741	6.976331451
	"35-44 years"	"35-44"	"Malignant neoplasm of ovary (C56)"	"GR113-032"	"2021 (provisional)"	"2021"	179	23794741	7.522670661
	"35-44 years"	"35-44"	"Malignant neoplasm of prostate (C61)"	"GR113-033"	"2018"	"2018"	10	23386184	Unreliable
	"35-44 years"	"35-44"	"Malignant neoplasm of prostate (C61)"	"GR113-033"	"2019"	"2019"	10	23562435	Unreliable
	"35-44 years"	"35-44"	"Malignant neoplasm of prostate (C61)"	"GR113-033"	"2020"	"2020"	15	23794741	Unreliable
	"35-44 years"	"35-44"	"Malignant neoplasm of prostate (C61)"	"GR113-033"	"2021 (provisional)"	"2021"	10	23794741	Unreliable
	"35-44 years"	"35-44"	"Malignant neoplasms of kidney and renal pelvis (C64-C65)"	"GR113-034"	"2018"	"2018"	122	23386184	5.216755329
	"35-44 years"	"35-44"	"Malignant neoplasms of kidney and renal pelvis (C64-C65)"	"GR113-034"	"2019"	"2019"	106	23562435	4.498686150
	"35-44 years"	"35-44"	"Malignant neoplasms of kidney and renal pelvis (C64-C65)"	"GR113-034"	"2020"	"2020"	102	23794741	4.286661494
	"35-44 years"	"35-44"	"Malignant neoplasms of kidney and renal pelvis (C64-C65)"	"GR113-034"	"2021 (provisional)"	"2021"	132	23794741	5.547444286
	"35-44 years"	"35-44"	"Malignant neoplasm of bladder (C67)"	"GR113-035"	"2018"	"2018"	41	23386184	1.753171873
	"35-44 years"	"35-44"	"Malignant neoplasm of bladder (C67)"	"GR113-035"	"2019"	"2019"	51	23562435	2.164462204
	"35-44 years"	"35-44"	"Malignant neoplasm of bladder (C67)"	"GR113-035"	"2020"	"2020"	33	23794741	1.386861072
	"35-44 years"	"35-44"	"Malignant neoplasm of bladder (C67)"	"GR113-035"	"2021 (provisional)"	"2021"	44	23794741	1.849148095
	"35-44 years"	"35-44"	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	"2018"	"2018"	602	23386184	25.741694327
	"35-44 years"	"35-44"	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	"2019"	"2019"	606	23562435	25.718903840
	"35-44 years"	"35-44"	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	"2020"	"2020"	613	23794741	25.761995056
	"35-44 years"	"35-44"	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	"2021 (provisional)"	"2021"	631	23794741	26.518464731
	"35-44 years"	"35-44"	"Malignant neoplasms of lymphoid, hematopoietic and related tissue (C81-C96)"	"GR113-037"	"2018"	"2018"	509	23386184	21.764987396
	"35-44 years"	"35-44"	"Malignant neoplasms of lymphoid, hematopoietic and related tissue (C81-C96)"	"GR113-037"	"2019"	"2019"	493	23562435	20.923134642
	"35-44 years"	"35-44"	"Malignant neoplasms of lymphoid, hematopoietic and related tissue (C81-C96)"	"GR113-037"	"2020"	"2020"	526	23794741	22.105724958
	"35-44 years"	"35-44"	"Malignant neoplasms of lymphoid, hematopoietic and related tissue (C81-C96)"	"GR113-037"	"2021 (provisional)"	"2021"	490	23794741	20.592785608
	"35-44 years"	"35-44"	"Hodgkin disease (C81)"	"GR113-038"	"2018"	"2018"	26	23386184	1.111767529
	"35-44 years"	"35-44"	"Hodgkin disease (C81)"	"GR113-038"	"2019"	"2019"	28	23562435	1.188332191
	"35-44 years"	"35-44"	"Hodgkin disease (C81)"	"GR113-038"	"2020"	"2020"	30	23794741	1.260782792
	"35-44 years"	"35-44"	"Hodgkin disease (C81)"	"GR113-038"	"2021 (provisional)"	"2021"	22	23794741	0.924574048
	"35-44 years"	"35-44"	"Non-Hodgkin lymphoma (C82-C85)"	"GR113-039"	"2018"	"2018"	157	23386184	6.713365464
	"35-44 years"	"35-44"	"Non-Hodgkin lymphoma (C82-C85)"	"GR113-039"	"2019"	"2019"	151	23562435	6.408505742
	"35-44 years"	"35-44"	"Non-Hodgkin lymphoma (C82-C85)"	"GR113-039"	"2020"	"2020"	169	23794741	7.102409730
	"35-44 years"	"35-44"	"Non-Hodgkin lymphoma (C82-C85)"	"GR113-039"	"2021 (provisional)"	"2021"	154	23794741	6.472018334
	"35-44 years"	"35-44"	"Leukemia (C91-C95)"	"GR113-040"	"2018"	"2018"	292	23386184	12.486004557
	"35-44 years"	"35-44"	"Leukemia (C91-C95)"	"GR113-040"	"2019"	"2019"	273	23562435	11.586238859
	"35-44 years"	"35-44"	"Leukemia (C91-C95)"	"GR113-040"	"2020"	"2020"	295	23794741	12.397697458
	"35-44 years"	"35-44"	"Leukemia (C91-C95)"	"GR113-040"	"2021 (provisional)"	"2021"	277	23794741	11.641227782
	"35-44 years"	"35-44"	"Multiple myeloma and immunoproliferative neoplasms (C88,C90)"	"GR113-041"	"2018"	"2018"	34	23386184	1.453849846
	"35-44 years"	"35-44"	"Multiple myeloma and immunoproliferative neoplasms (C88,C90)"	"GR113-041"	"2019"	"2019"	40	23562435	1.697617415
	"35-44 years"	"35-44"	"Multiple myeloma and immunoproliferative neoplasms (C88,C90)"	"GR113-041"	"2020"	"2020"	31	23794741	1.302808885
	"35-44 years"	"35-44"	"Multiple myeloma and immunoproliferative neoplasms (C88,C90)"	"GR113-041"	"2021 (provisional)"	"2021"	36	23794741	1.512939351
	"35-44 years"	"35-44"	"Other and unspecified malignant neoplasms of lymphoid, hematopoietic and related tissue (C96)"	"GR113-042"	"2018"	"2018"	Suppressed	23386184	Suppressed
	"35-44 years"	"35-44"	"Other and unspecified malignant neoplasms of lymphoid, hematopoietic and related tissue (C96)"	"GR113-042"	"2019"	"2019"	Suppressed	23562435	Suppressed
	"35-44 years"	"35-44"	"Other and unspecified malignant neoplasms of lymphoid, hematopoietic and related tissue (C96)"	"GR113-042"	"2020"	"2020"	Suppressed	23794741	Suppressed
	"35-44 years"	"35-44"	"Other and unspecified malignant neoplasms of lymphoid, hematopoietic and related tissue (C96)"	"GR113-042"	"2021 (provisional)"	"2021"	Suppressed	23794741	Suppressed
	"35-44 years"	"35-44"	"All other and unspecified malignant neoplasms (C17,C23-C24,C26-C31,C37-C41,C44-C49,C51-C52,C57-C60,C62-C63,C66,C68-C69,C73-C80,C97)"	"GR113-043"	"2018"	"2018"	875	23386184	37.415253382
	"35-44 years"	"35-44"	"All other and unspecified malignant neoplasms (C17,C23-C24,C26-C31,C37-C41,C44-C49,C51-C52,C57-C60,C62-C63,C66,C68-C69,C73-C80,C97)"	"GR113-043"	"2019"	"2019"	830	23562435	35.225561365
